judul,narasi,label
Ferdinand Hutahean Menyatakan Akun Twitter @FerdinandFarel Bukanlah Miliknya,"“Saya akan mempidanakan org yg menyebarkan dan membuat akun twitter ini. 2011 sy belum punya akun twitter dan tidak punya akun twitter. Itu foto yg digunakan adlh foto saya. Anda menyebarluaskan hoax dgn gaya pura2 bertanya. Oh ya, betul anda kontributor Asia Sentinel?,” tulis akun Twitter Ferdinand Hutahaean @LawanPolitikJW",Berita Palsu
Ini Penjelasan Mentan soal Larangan Rockmelon Australia ke Indonesia,"Secara terpisah, Kepala Badan Karantina Pertanian Banun Harpini melalui keterangan tertulisnya menyatakan, rockmelon Australia belum pernah ada yang masuk ke Indonesia. Dengan begitu, larangan ini diadakan sebatas informasi dan masyarakat diminta tidak perlu resah karena melon di dalam negeri masih aman dikonsumsi. “Buah melon yang beredar di pasaran saat ini murni buah lokal dari petani Indonesia dan kami menjamin buah tersebut sehat dan aman untuk dikonsumsi,” tutur Banun",Berita Palsu
Billboard Bertuliskan PDIP Tidak Butuh Suara Umat Islam,"PDI-P TIDAK BUTUH SUARA UMAT ISLAM
KETUM pdi-p megawati soekarno putri",Berita Palsu
Jokowi Bersama Ahok Bagikan Amplop Berisi Uang dan Beras Untuk Warga Cilincing,Jokowi ikutan bagi-bagi sembako & amplop bersama ahok di Cilincing,Berita Palsu
Nama Jalan Di Pulau Reklamasi,"Nama jalan di Pulau Reklamasi, seriuuuuus ya mau dijadikan bagian dari RRC nih negeri!
 
 Wahai anak bangsa Indonesia masih diam dan membiarkan jugakah?
 
 #SaveNkri",Berita Palsu
: Nenek Sepuh Yang Butuh Donasi,"Beredar foto di medsos berikut, foto seorang ibu yang bersandar di dinding sebuah pasar, dengan prolog seolah-olah beliau butuh dibantu",Berita Palsu
"Makanan Jamaah Haji yang Tarwiyah di Mina, Bukan dari PPIH","PPIH pada tanggal 8 Dzulhijjah (19 Agustus) belum menyediakan layanan katering, karena seluruh jamaah haji Indonesia baru bergerak dari Makkah ke Arafah, bukan ke Mina, secara bertahap mulai hari ini,,",Berita Palsu
TIDAK ADA PENGRUSAKKAN PANGGUNG ISTIGHOSAH OLEH PERSAUDARAAN SETIA HATI TERATE,Kapolres Nganjuk AKBP Dewa Nyoman Nanta membantah kabar,Berita Palsu
"VIRAL VIDEO NUSA PENIDA DIPENUHI SAMPAH PLASTIK, PENELITI BIDANG OSEANOGRAFI BERI KLARIFIKASI","Peneliti Madya Bidang Oseanografi, Dr Widodo Pranowo : “Kondisi permukaan laut adalah sangat dinamis. Arus senantiasa bergerak dalam hitungan detik. Faktor posisi geografis, kelerengan pantai, kondisi angin yang berhembus dan karakteristik pasang surut, sangatlah menentukan karakteristik arus di suatu perairan,",Berita Palsu
"Tahun Lalu, Media Sosial Digunakan untuk Mempengaruhi Pemilu di Sedikitnya 18 Negara","Tahun Lalu, Media Sosial Digunakan untuk Mempengaruhi Pemilu di Sedikitnya 18 Negara

",Berita Palsu
Brosur Anjuran Membayar Pajak oleh Ditjen Pajak Menggunakan Kutipan Ayat-ayat Injil dan Kartun Yesus,"PANIK karena gak punya duit ?
 Apakah sudah sebegitu bernafsunya
 pemerintah ingin menarik ‘uang segar’ dari rakyat guna membiayai mereka kerja dan kampanye (?).
 Tidak cukup dengan menggunakan Tax Amnesty, memaksa menggunakan e-Money dan e-Toll, lalu sekarang ….. Ditjen Pajak menerbitkan brosur/leaflet yang berisi anjuran untuk meningkatkan kesadaran membayar pajak dengan menggunakan kutipan ayat-ayat Injil dan gambar kartun Tuhan Jesus.
 Apa iya, harus bawa-bawa agama dalam urusan perpajakan. Ntar dibilang nyari duit koq bawa-bawa SARA, ….. marah lageeee ?!?
 O ya, …..
 menerbitkan leaflet dipajekin juga ya....",Berita Palsu
: Cocoklogi PKI 1965 dengan PKI 2017,Cocoklogi PKI 1965 dengan PKI 2017,Berita Palsu
Tiang Pancang Proyek Infrastruktur Berisikan Narkoba,Di dalam besi-besi tiang pancang untuk pembangunan infrastruktur yg diimpor dari Cina diketahui dijadikan sarana untuk memasukkan narkotika dan obat-obat terlarang jenis sabu seberat 5 kilogram per tiangnya besinya. Tinggal dikalikan saja berapa tiang besi yg diimpor dari Cina itu (beserta pekerja-pekerjanya) yg dijadikan alat kirim narkoba tersebut.,Berita Palsu
Klarifikasi BMKG Terkait Foto Indonesia Very High Seismic Risk,"Bencana biasa saja bukan Nasional tapi minta bantu APBD seluruh Daerah Nasional, Ayo para Turis yang mau nonton wisata Gempa bisa datang ke NTB ( Kalau hutang sudah terlalu besar ketakutan rugi semakin besar )",Berita Palsu
Rektor IPB Bantah Sebut Ada Aliran Sesat di Kampusnya pada Tahun 2000-an,"Dalam berita tersebut, saya ditulis menyatakan bahwa ada aliran sesat pada tahun 2000-an. Padahal saya tidak pernah menyatakan ada aliran sesat,",Berita Palsu
"Ditarget Rampung 2019, Jalan Trans Papua Dibangun Sejak Era Habibie","Siapa Pencipta Jalan Trans Papua? Ini Jawabannya
 
 Bersama: Eny Wijayanti
 
 *Maaf mungkin Banyak sekali Rakyat Indonesia yg belum Faham Cerita ini, # Maklum karena sangat Kuatnya pencitraan terhadap penguasa selama 4 Tahun terakhir ini.
 Baiklah Kita URAI saja Ceritanya Biar Rakyat tidak dapat Info Hoax yang berkelanjutan. …",Berita Palsu
Proyek Tol Semarang-Batang Robohkan 164 Masjid,Proyek Tol Semarang-Batang Robohkan 164 Masjid,Berita Palsu
Foto Presiden dan Wakil Presiden Berlatar Bendera Merah,"Warna Bendera RI cuma MERAH ?
 Tolong bantu dicek lagi teman !
 Bila ditempat kerja, atau di ruang kelas anda masih terpasang foto presiden dan wapres yang latar belakangnya cuma berwarna merah. Supaya DICOPOT dan diganti dengan foto yang benar. Yaitu foto presiden dan wapres dengan latar belskang bendera MERAH PUTIH.
 Ingat, negara kita masih INDONESIA",Berita Palsu
Lawan Pelaku Teror Thamrin AKBP Untung Gunakan Pistol Buatan Tahun 1911,Lawan Pelaku Teror Thamrin AKBP Untung Gunakan Pistol Buatan Tahun 1911,Berita Palsu
Pihak Kepolisian Bantah Infromasi Modus Hipnotis Dua Orang Pria Berbaju Pancasila Untuk Bencana Gempa Palu,"“Diberitahukan kalau ada yg kerumah.. pakai baju lambang pancasila laki-laki 2 orang dengan mengatas namakan bantuan /peduli palu atau yg lainnya jangan bukain pintu. di bungur Rantau ada yg dihipnotis.. lgi keliling sekarang. ( Info dari group kelurahan, mohon bisa di teruskan ke warganya agar bisa diantisipasi bersama2 ). #bantu share”",Berita Palsu
Klarifikasi terkait Unggahan Akun Facebook Bernama Monik Tentang Diskriminasi Siswa Kristen di SMPN 13 Pontianak,"*TOLONG VIRAL KAN*
 *Kepala sekolah SMPN 13 Pontianak*
 apa pantas seorang Kepala sekolah berbicara/mengeluarkan kata” seperti itu kepada murid nya…?",Berita Palsu
Pollycarpus Bantah Jadi Kader Partai Berkarya,"Setelah lama dikabarkan telah menjadi kader Partai Berkarya, Pollycarpus Budihari Prijanto, mantan terpidana kasus pembunuhan aktivis Hak Asasi Manusia (HAM) Munir Said Thalib, membantahnya.",Berita Palsu
WIKA Kirim 1.500 Pekerja RI Garap Proyek di Aljazair,"https://finance.detik.com/infrastruktur/d-3989388/wika-kirim-1500-pekerja-ri-garap-proyek-di-aljazair
 Kl gitu Indonesia menjajah aljazair😂",Berita Palsu
Pak Djarot Kebaktian di Gereja,Manusia yg TDK jelas Agamanya .. lihat photo Sumi/istri sedang pegang & persilahkan santapan kepala babi di atas meja makan dan mengikuti peribadatan digereja .. manusia gini mau diangkat jadi gubernur Sumut ????,Berita Palsu
Duterte Ancam Tembak Pengusaha Cina yang Nekad Bikin Proyek Reklamasi,"“DUTERTE ANCAM TEMBAK PENGUSAHA CINA YANG NEKAD BIKIN PROYEK REKLAMASI
 Mereka tidak bisa seenaknya berbuat di sini (Filipina). Meskipun mereka punya uang yang banyak. Lebih baik bagi saya menembak kepala pengusaha itu, dari pada harus mengkhianati kepercayaan rakyat,” ujar Duterte dilansir media setempat! >> Ini di Philipina
 PROTES REKLAMASI ! KALIAN YANG DI TEMBAK >> KALAU INI DI INDONESIA !”",Berita Palsu
Malih Tong-tong Meninggal Dunia,"Innaalillaahi wainnaa ilaihi roojiun
 
 Telah meninggal dunia sosok Figur Lenong Betawi yg km kita kenal Pak Haji Malih. (Malih Tong Tong). Mohon doanya semoga di terima amal ibadahnya. dan di berikan tempat yg terbaik di sisi Allah SWT.
 
 Alamat duka: Masjid alhuda jl.masjid al ishlah Rt 09 Rw 07
 ciracas jaktim.",Berita Palsu
Rangkuman 40 Berita Hoax Kesehatan Terbanyak,Rangkuman 40 Berita Hoax Kesehatan Terbanyak,Berita Palsu
"Pertemuan Netizen dengan Kapolri, Jendral Tito Karnavian untuk Anti Hoax","Pertemuan Netizen dengan Kapolri, Jenderal Tito Karnavian pagi tadi memberikan pesan-pesan seperti ini:
 1. Waspadai bahaya pembentukan opini yang berusaha memecah belah bangsa lewat media sosial
 2. #YukCerdas untuk memilah disinformasi dalam bentuk berita bully, bohong atau hoax
 3. Waspadai pihak2 yang memanfaatkan kasus Ahok untuk mendestabilisasi pemerintahan yang sah, secara ekonomi, kekacauan atau teror
 4. #YukBantu Polri dan jajarannya untuk dapat menjaga keseimbangan hak semua pihak tanpa merugikan pihak lain
 5. #SalingBantu dan #SalingJaga dalam memberi informasi dan laporan ketika ada indikasi hasutan, ajakan",Berita Palsu
East-West Center: Fighting Disinformation on the Frontlines Webinar,"It is imperative that societies have access to accurate information in critical moments such as the COVID-19 pandemic. Disinformation can have life and death consequences. At the same time, there is growing distrust in health experts and scientific data. Hear from diverse experts in the U.S. and Asia Pacific engaged in combating disinformation on the front lines through international and community fact-checking networks, social media platforms, and news literacy education",Berita Palsu
"Klarifikasi Putra Aji Adhari, Anak Kelas ll MTS yang Bobol Situs KPU Pemilu 2019","Anak Kelas ll MTS Bobol Situs KPU Pemilu 2019, HOAX! Hati-hati #HoaxPemilu karena #FaktaPemilu kejadian tersebut tahun 2017, web yang dimasukinya adalah ppid.kpu.go.id, bukan web Pemilu 2019. #KPUMelayani",Berita Palsu
Google Latih Jurnalis Kalbar Tangkal Hoaks,"AJI Pontianak bersama bersama Google News Initiative dan Internews 
menggelar pelatihan bertema: Google News Initiative Training Network, 
kepada 26 jurnalis pelbagai media Kalimantan Barat di Aula Kantor Radio 
Republik Indonesia (RRI) Pontianak, Sabtu (14/4).",Berita Palsu
"Soal Palestina, Jokowi Diduga Ambigu, Menipu Rakyat dan Umat Muslim","SOAL PALESTINA, JOKOWI DIDUGA AMBIGU, MENIPU RAKYAT DAN UMAT MUSLIM
Oleh: Natalius Pigai
Duta Besar Amerika Serikat untuk Indonesia Joseph Donovan menyebut sikap AS yang mengakui Yerusalem sebagai ibu kota Israel sudah dikonsultasikan dengan Indonesia. Komunikasi itu dilakukan sebelum klaim ini diumumkan Presiden AS Donald Trump. “Kami telah berkonsultasi dengan para teman, mitra, dan sekutu kami, termasuk Indonesia, sebelum Presiden Trump mengeluarkan keputusannya, ",Berita Palsu
Pesan Berantai Tentang Penyebab Penyakit Dalam Organ Tubuh,"MUDAH MUDAHAN BERMANFAAT…..
 
 Harap diingat apa yg ditakuti oleh organ2 ini?",Berita Palsu
"Sepi Dari Pemberitaan, Tiga Biksu Asal China Ditangkap Karena Edarkan Uang Palsu","Sepi Dari Pemberitaan, Tiga Biksu Asal China Ditangkap Karena Edarkan Uang Palsu",Berita Palsu
Jangan Tinggalkan Barang Berharga di Mobil,"Hati2 alat ini sdh bisa di beli di Malaysia dan Indonesia.
 Jangan taruh barang berharga dalam mobil. Pintu mobil bisa di buka dng alat ini.",Berita Palsu
Kemenpan-rb Mengklarifikasi Soal Pembagian NIP Untuk CPNS yang Beredar Melalui Pesan Berantai,"Kami tegaskan bahwa informasi tersebut tidak benar. Saat ini, proses seleksi CPNS dalam tahap verifikasi administrasi,",Berita Palsu
"VIRAL DUA ANAK DITOLAK DAFTAR SMP DI MEDAN KARENA TAK MILIKI KK, PIHAK SEKOLAH BERI TANGGAPAN","VIRAL DUA ANAK DITOLAK DAFTAR SMP DI MEDAN KARENA TAK MILIKI KK, PIHAK SEKOLAH BERI TANGGAPAN",Berita Palsu
Pria yang Ada dalam Video Telur Palsu Meminta Maaf,"Ternyata setelah di investigasikan kemarin Alhamdulillah saya sangat 
bersalah, karena ilmu saya sangat sedikit sekali dan telur yang beredar 
di masyarakat ini tentunya benar-benar asli, tidak ada yang palsu",Berita Palsu
Penculikan Anak Yang Gunakan Foto Korban Perang dan Video Pembantaian,Berikut Foto yg di ambil dari beberapa media pasar gelap di negara cina sana yang merupakan sumber pasar gelap organ tubuh yang menjadi incaran adalah anak-anak karena di nilai organ tubuh anak adalah yang paling segar dan sehat karena dalam masa pertumbuhan dan tidak tercerma seperti rokok dan bahan kimia lain sehingga harga jual menjadi sangat tinggi untuk organ tubuh anak-anak setelah organ tubuh di ambil mayat mereka akan menjadi sampah atau di beri makan hewan peliharaan seperti buaya atau makanan kebun binatang yang ada di negara cina sana.,Berita Palsu
PBB Membantu Assad,Artikel tersebut mengklaim PBB membantu Bashar Assad menyerang rumah sakit dengan alat GPS yang tertanam dalam baju dokter dari PBB.,Berita Palsu
Klarifikasi Mahkamah Konstitusi Terkait Isu Anwar Usman Belum Laporkan Harta Kekayaannya,"“Ketua MK Dr Anwar Usman SH MH telah menyerahkan LHKPN kepada Direktorat PP LHKPN KPK pada 10 Maret 2017. Sementara Wakil Ketua MK Prof Dr Aswanto juga telah menyerahkan LHKPN pada 6 Maret 2017,” jelas Rubiyo.",Berita Palsu
"Klarifikasi UIN Sunan Kalijaga dan UII Terkait Status Dosen TAW, Pelaku Penyebaran Hoaks Anggota MCA","Klarifikasi UIN Sunan Kalijaga dan UII Terkait Status Dosen TAW, Pelaku Penyebaran Hoaks Anggota MCA",Berita Palsu
Saya baru tau kalau shalat Ghaib ada sujudnya. Pake Madzhab Abu Janda hahaha,Saya baru tau kalau shalat Ghaib ada sujudnya. Pake Madzhab Abu Janda hahaha”,Berita Palsu
Film Pendek Berjudul Hoax,Film Pendek Berjudul ‘Hoax’,Berita Palsu
: Dibohongi Mie Instan,“Dibohongi Mie Instan”,Berita Palsu
Kode QR ke Tautan hebatdikicom,Cek tangkapan layar.,Berita Palsu
Klarifikasi Kemendagri dan KPU Terkait 31 Juta Data Pemilih yang Disebut Misterius dan Tidak Bisa Dibuka,"Tidak ada yang diselundupkan atau ditambahkan. Jadi, Kemendagri mendukung KPU dengan menunjukkan bahwa ini sudah dianalisis, ada penduduk yang sudah merekam tapi belum masuk dalam DPT,",Berita Palsu
Lurah Pabean Tak Mengenakan Atribut PDIP di Rapat Kerja Cabang III,"“Baju warna merah itu memang baju sehari-hari saya. Dan baju itu baju keluarga juga. Kebetulan hari itu juga saya habis merayakan ulang tahun dan kebetulan semua pakai baju merah semua. Ade saya juga semua pakai baju merah semua,” ujar Dayat ditemui di Kantor Kecamatan Purwakarta, Senin (24/4).",Berita Palsu
"Buat Video yang Sudutkan Bank BRI, Pegawai Bawaslu DKI Minta Maaf","Buat Video yang Sudutkan Bank BRI, Pegawai Bawaslu DKI Minta Maaf",Berita Palsu
Kader Gerindra Merasa Difitnah dengan Poster Ajakan Deklarasi #2019GantiPresiden di Bandar Lampung yang Menjanjikan Imbalan,"“Tindakan itu fitnah dan pencemaran nama baik klien kami,” ujar Pengacara Rahmat Mirjani Djausal, Mendi Utama, Jumat (31/8).",Berita Palsu
KemenPAN-RB Tidak Terlibat Dalam Acara Seminar Nasional Pengadaan Tes CPNS 2018,Kementerian PANRB tidak pernah bekerja sama dengan pihak mana pun untuk menyelenggarakan seminar nasional,Berita Palsu
Alasan Kenapa Orang Pintar Bisa Kemakan Isu Hoax #orangpintarkenahoax,Alasan Kenapa Orang Pintar Bisa Kemakan Isu Hoax #orangpintarkenahoax,Berita Palsu
KemenPAN-RB Bantah Terbitkan Laporan Penetapan e - Formasi untuk Pengangkatan CPNS 2016 - 2019,"KemenPAN-RB tidak pernah mengeluarkan surat itu. Belum ada penetapan formasi CPNS untuk honorer, apalagi payung hukumnya tidak ada",Berita Palsu
Dokter ini Aktif Sembuhkan Pasien dari Kabar Hoax,Dokter ini Aktif ‘Sembuhkan’ Pasien dari Kabar Hoax,Berita Palsu
Manusia serigala bayi menipu pengguna media sosial di seluruh dunia,‘Manusia serigala bayi’ menipu pengguna media sosial di seluruh dunia,Berita Palsu
Foto Munas Partai Hanura ada Ahok,Di foto ini pada acara Munas Partai Hanura beberapa hari yang lalu di Bali. Perhatikan di foto ini yang paling kiri pasti ada yang kenal? Hmmmm luar biasa.,Berita Palsu
KEPOLISIAN ANGKAT BICARA TERKAIT GRUP GAY PELAJAR DI GARUT,"Kapolres Garut, AKBP Budi Satria Wiguna : “Jadi intinya informasi yang beredar di media sosial dan masyarakat adalah hoaks, demikian,”",Berita Palsu
Beberapa Tips Untuk Mengurangi Rasa Khawatir Menggunakan Facebook,"Tidak perlu menghapus akun Facebook, beberapa tips ini bisa mengurangi rasa khawatir menggunakannya […]",Berita Palsu
"Korban Penganiayaan di Cicangri, Kabupaten Bandung Bukan Ustaz atau Ulama","Innalillahi waina illaihi roziun,telah terjadi pembacokan oleh org tak di kenal dan tak beradab terhadap UST USEP kampung cicangri korban sekarang di rawat insentif di RS,kepada kaum muslimin walmuslimat khususnya pemuda pemudi yg cinta ulama mari kita jaga ulama kita dari kezhaliman orang orang biadab Allohu Akbar …….3x",Berita Palsu
: Wortel Dari Cina Yang Bisa Membuat Bodoh Anak,Wortel Dari Cina Yang Bisa Membuat Bodoh Anak,Berita Palsu
Dana Haji Melayang,Gara² kasus Rina Nose Pesek.. Dana Haji Melayang ga ada yg tau?!,Berita Palsu
: Ribuan Etnis China Singapura Turun ke Jalan Menentang Terpilihnya Presiden Muslimah,PECAHHH!!! Ribuan Etnis China Singapura Turun ke Jalan Menentang Terpilihnya Presiden Muslimah,Berita Palsu
FATWA SOLAT JUMAT DIJALANAN,"Terkait fatwa PBNU tentang tidak sahnya shalat Jum’at di jalanan, GNPF sudah mendatangi pihak PBNU dan mengklarifikasinya. Maka dipetik hasil bahwa fatwa tersebut bukan dari Ormasi NU, tapi keluar dari personal PBNU yakni KH. Aqil Siraj.
 Sekjen MUI Pusat, KH. Tengku Zulkarnaen mengatakan dalam Forum Silaturahmi Ulama bahwa menurut madzhab Syafi’i shalat Jum’at tidak disyaratkan harus di masjid. Berarti shalat jum’at di jalanan hukumnya sah.",Berita Palsu
Metro TV: Mafindo: Perlu Ada Kode Etik Bagi Influencer,"Beberapa waktu lalu ramai menjadi pembicaraan soal konten video yang dibuat musisi Anji bersama Hadi Pranoto yang mengklaim menemukan obat herbal covid-19. Meski Anji telah meminta maaf atas kegaduhan yang terjadi, namun yang menjadi sorotan yakni etika pembuat konten di media sosial. Masyarakat Anti Fitnah Indonesia (Mafindo) berpendapat bahwa perlu adanya kode etik sebagai pedoman bagi para influencer.",Berita Palsu
Ancaman Cina Bukan Lagi Fiksi,“Ancaman Cina Bukan Lagi Fiksi”,Berita Palsu
Produk TOYOTA Segera Resmi Hadir di INDONESIA?,"Produk TOYOTA….
 Segera resmi hadir di INDONESIA…?
 Harga 35-37 jutaan…?
 www.rumahsunatmodern.com",Berita Palsu
Tim Putri Indo vs Tim Putri Rusia,"Tim Putri Indo vs Tim putri Rusia..
Kalo kurang setuju, Silakan dikomen..",Berita Palsu
Bahaya Memakan Kepala Ikan Karena Mengandung Racun Ciguatoksin,Bahaya Memakan Kepala Ikan Karena Mengandung Racun Ciguatoksin,Berita Palsu
KOMPAS: Infodemi Membuat Publik Abai dengan Bahaya Covid-19,"Lebih dari 40 persen hoaks menyasar isu pencegahan dan pengobatan Covid-19. Jadi, kita perlu hati-hati jika ada klaim penemuan obat atau pencegahan Covid-19,",Berita Palsu
KPK Bantah Keluarkan Surat Edaran Terhadap Universitas Sam Ratulangi,Surat itu bukan berasal dari KPK. Kami pastikan surat itu palsu,Berita Palsu
2 Petani di Rokan Hilir tewas tersambar petir saat berteduh di pohon sawit,"Innalillahiwainnailahirojiun ..
 Korban kesambar petir sore ini. Semoga ditempatkan disisiNya, amin 🙏 semoga kelurga yg ditinggalkan diberi ketabahan ..
 
 Buat pelajaran juga, jangan main hp pas lagi hujan + petir baik diluar atau dalam rumah ..
 Lokasi : Riau, kab. Rokan HIlir, Kec. Bangko pusako, kel. Bangko kiri .",Berita Palsu
"Indonesia Dijajah Belanda Selama 350 Tahun, Benarkah?",Apa benar dulu Indonesia dijajah Belanda selama 350 tahun? Wassalam”,Berita Palsu
